0,1,2,3,4,fold
0.060856795327710024,0.056855058686292446,0.00852216437390144,0.0047782937641130795,0.8689876878479829,1
0.1850404709596672,0.36910406645533284,0.00999741477871562,0.00765297458781154,0.4282050732184731,1
0.29343761152048886,0.08442082632286012,0.5409837036204299,0.02813620435603903,0.05302165418018224,1
0.005052481297922541,0.03295074472692388,0.0037652786056384044,0.004302694405219292,0.9539288009642962,1
0.015832377048123448,0.056641458367057126,0.003776645958443171,0.003726057852067298,0.9200234607743091,1
0.04346901399427486,0.10758625291042286,0.005585961367351489,0.005388510215314999,0.8379702615126357,1
0.12027786361353246,0.04352208111570986,0.013890164695338589,0.007724544244612906,0.8145853463308064,1
0.06325883366502574,0.07166484370373175,0.011560130653903588,0.005785643323552282,0.8477305486537868,1
0.10211352709424988,0.07002465192907396,0.01461915344197622,0.007174525308977143,0.8060681422257227,1
0.03941162055276672,0.5141752949288149,0.0075900293394507885,0.005210431141870368,0.4336126240370971,1
0.06390164063495406,0.009960717343722262,0.005415690530924877,0.004977257518012339,0.9157446939723867,1
0.033365548195956496,0.39539527075546027,0.018564692427693513,0.0044777110203905275,0.5481967776004995,1
0.07225228499302475,0.5497774363381339,0.020869932795100535,0.007649473168981116,0.3494508727047596,1
0.14982270677868909,0.02715674886123048,0.009934336868134663,0.0075923424075112385,0.8054938650844343,1
0.05838664500145722,0.45898969800396605,0.013544672202885695,0.008846083905104206,0.4602329008865871,1
0.03586232727035358,0.015707198135197054,0.003718556874682542,0.004720241115336289,0.9399916766044305,1
0.15287802091073197,0.5414143801351862,0.012074402440115551,0.013908663340373635,0.2797245331735927,1
0.07613586343402694,0.7987967025703737,0.03629333062037105,0.010500422241999435,0.07827368113322869,1
0.06716965929904956,0.04280459531353005,0.008334670839738828,0.0060489199419073705,0.8756421546057743,1
0.04220411355316937,0.39154086955021083,0.02607465088175988,0.00851044318412652,0.5316699228307336,1
0.0461665145543343,0.2175927482302609,0.012098186797141303,0.005126801162248287,0.7190157492560154,1
