prob_class_0,prob_class_1,prob_class_2,prob_class_3,prob_class_4,true_label,pred_label
0.02342544909433094,0.16971776738009015,0.006223361113669147,0.0033865339935777897,0.797246888418332,4,4
0.04155944814981596,0.08760953673298015,0.016432720109367773,0.004185280058834453,0.8502130149490015,4,4
0.4488855387403546,0.043183141912891805,0.01753894202088644,0.017079802596611425,0.4733125747292557,0,4
0.3204662296223947,0.0472452424036004,0.01333621475370818,0.013672248055320817,0.6052800651649755,0,4
0.16087781698069797,0.14722241235925862,0.008440272885866679,0.013528355409916605,0.6699311423642598,1,4
0.07760643571840486,0.11113133288281375,0.007068839488503516,0.010955005137386323,0.7932383867728915,4,4
0.028218868892004093,0.057142106430395044,0.003091286381235906,0.005064384132989268,0.9064833541633756,4,4
0.08917086784035849,0.14119880301667226,0.011544431223862572,0.010696554744004674,0.7473893431751023,4,4
0.05257023110265765,0.09411413707382486,0.0073621606982129184,0.006651734499972983,0.8393017366253318,4,4
0.06686403234249659,0.1571466682950657,0.013263790328593114,0.006594723910380147,0.7561307851234644,4,4
0.026864804565666027,0.06120640008191855,0.01050297290706802,0.005062693128121821,0.8963631293172255,4,4
0.03204227696614596,0.11857332401226307,0.017892608926767355,0.005427149760205214,0.8260646403346183,4,4
0.02869955495449041,0.09068164588313642,0.014278864300622607,0.004262519207795811,0.8620774156539548,4,4
0.27713893429830516,0.05785375930735409,0.0101115357509463,0.010556409118913396,0.6443393615244811,0,4
0.09958996301405502,0.08228583297869502,0.007159665538730476,0.008924945430822067,0.8020395930376977,4,4
0.13894571210738182,0.0877409582208309,0.004512455889255499,0.005171390904076961,0.7636294828784549,1,4
0.1407529211145337,0.04599089048524689,0.007305906989977764,0.012872295925130279,0.7930779854851113,4,4
0.03894645753998689,0.04656877782785614,0.03176888757099159,0.00808361708957196,0.8746322599715934,4,4
0.18313512209956784,0.15361453790550117,0.008777728433538627,0.00863040776056499,0.6458422038008274,1,4
0.06356010107685586,0.09563177298166353,0.00543992291571353,0.005103987895652993,0.830264215130114,4,4
0.09076716583558729,0.15017546020025904,0.006991137528780063,0.006196371189744409,0.7458698652456294,1,4
0.0355430985795118,0.21212818104403924,0.020541377258772225,0.008225443273434,0.7235618998442427,4,4
0.06111956394119035,0.12264442287537905,0.010931096950695838,0.00790799130440343,0.7973969249283315,1,4
0.1947111078742012,0.03443762942031486,0.010514666491477,0.005524682930945654,0.7548119132830616,4,4
0.21704930723752047,0.03832544531507628,0.013123130530653409,0.006620994774142477,0.7248811221426075,4,4
0.31605008732751727,0.04181119745644979,0.014873511039210958,0.008682441417153654,0.6185827627596683,4,4
0.038985296667914664,0.3297157549641761,0.015532238759733481,0.005304276122210455,0.6104624334859655,4,4
0.08712297148501678,0.31012470958108074,0.01694206744443259,0.0067253846320619644,0.5790848668574078,3,4
0.06768757381876156,0.2045486271755669,0.013361252482922503,0.005432733955118399,0.7089698125676307,4,4
0.025258388642786126,0.16605097722618983,0.013045080259698619,0.010677233664559657,0.7849683202067659,1,4
0.04728388985094061,0.13277862395918394,0.00889751344305464,0.004003207515016535,0.8070367652318043,4,4
0.04962357225887398,0.06334720293531361,0.0458387894931776,0.007633588827249612,0.833556846485385,4,4
0.06664856204907017,0.08109332329694391,0.08060314667421418,0.013245171610971064,0.7584097963688008,4,4
0.7490141142153595,0.11629751430960805,0.013966665664741544,0.020754662192166446,0.09996704361812471,0,4
0.2494836129889989,0.25305378152296276,0.010587474273853415,0.007260349427676071,0.4796147817865089,0,4
0.05607358721324745,0.17441244099627776,0.038194879125320005,0.008863119533614868,0.7224559731315398,0,4
0.14308777553280855,0.11123934076885349,0.04373294027384346,0.013670222827717305,0.6882697205967773,1,4
0.07698418573381681,0.061190165600066515,0.0361390792294916,0.007763153330242695,0.8179234161063825,4,4
0.1042907679647828,0.0795464515614128,0.03692095161277877,0.011842750917117565,0.767399077943908,4,4
0.040291503776496415,0.06821706470831584,0.014097355917277133,0.03745624777493384,0.8399378278229763,4,4
0.14234496867271812,0.06116780675396081,0.009606317377065693,0.00750595590562372,0.7793749512906317,4,4
0.048360533285942364,0.14147783402099376,0.00499272936229592,0.0077722276876926654,0.7973966756430753,4,4
0.049156479090810994,0.11806889051792824,0.02019211541089215,0.009710431977630907,0.8028720830027376,4,4
0.16891622127399522,0.23771705899525394,0.005167430133629413,0.00934711611827206,0.5788521734788493,1,4
0.04720085946812531,0.19928098823647325,0.014188239392174522,0.0058526517383994565,0.7334772611648275,4,4
0.0523623721668824,0.21872662094385262,0.015349237227858399,0.007514793228813179,0.7060469764325932,4,4
0.19426338386920983,0.04980253804818735,0.01046030663659273,0.010800681267960901,0.7346730901780495,0,4
0.13158913764985675,0.04190855013593915,0.009824851711471549,0.010023729565102637,0.8066537309376295,4,4
0.3495644652552626,0.07839722405115684,0.011408306900719898,0.011153929409931373,0.5494760743829289,0,4
0.013060880334844328,0.09816529639205389,0.005722449475379795,0.0032267827668774505,0.8798245910308445,4,4
0.0898149076182119,0.10532993991544619,0.012844109622663058,0.0045162648116717705,0.787494778032007,4,4
0.0931560196468542,0.15821031340058997,0.01661477943483753,0.006710314523888505,0.7253085729938298,4,4
0.06750263305658621,0.09755230972846131,0.006033643139876488,0.005896093127678187,0.8230153209473978,4,4
0.1455645633982925,0.3243196071752228,0.0105722249961956,0.012111469432226605,0.5074321349980627,1,4
0.1372479080130682,0.12574696320966153,0.022065829583741602,0.011996808385620441,0.7029424908079079,1,4
0.04307954178099371,0.08892820410308509,0.0051265038559433354,0.005702171733373866,0.8571635785266036,4,4
0.4051458029559548,0.06082031603714375,0.007890287671015813,0.010261028600199515,0.515882564735686,0,4
0.1727653726015791,0.06141825604244053,0.00604196733976571,0.009445802542536087,0.7503286014736789,0,4
0.09220106654586799,0.048516092346186514,0.010093992471433087,0.0047793616809991245,0.8444094869555134,0,4
0.4617139230465379,0.06136270315762289,0.01553497624165129,0.009988128153252642,0.4514002694009349,0,4
0.04470433723985835,0.02037184870273041,0.005277673960060882,0.003380096072789989,0.9262660440245603,4,4
0.03572608858610219,0.022848334523008468,0.006826362493280005,0.004913088600215912,0.9296861257973934,4,4
0.18214762220523864,0.14162192902564405,0.04138357767654432,0.012805504960188504,0.6220413661323847,0,4
0.0652609991816643,0.24704730584265264,0.006836114629899697,0.005644035741743616,0.6752115446040398,4,4
0.06500945331994638,0.27625562459226277,0.008485820746628079,0.008370990955173076,0.6418781103859895,4,4
0.078521928655568,0.2785142216296783,0.01381713160516414,0.008408893418475345,0.6207378246911142,4,4
0.11382330713895987,0.1732495228462628,0.011328989262923207,0.005770414154082788,0.6958277665977712,1,4
0.09344124730239235,0.14257943382336263,0.009703580325046613,0.006382079771321028,0.7478936587778771,4,4
0.01624898089533008,0.09767001868761468,0.03836181677118737,0.005445816769970909,0.8422733668758968,1,4
0.03317183556244333,0.07390397404298307,0.004613759253102249,0.005558017055759718,0.8827524140857117,4,4
0.09844100540923396,0.10185125549600142,0.00869051525592846,0.009513008821097485,0.7815042150177387,4,4
0.10649765264973524,0.09737232688866604,0.010512985174253208,0.008272272220310755,0.777344763067035,4,4
0.12989500793694173,0.12866773786601107,0.022428967478893076,0.010294753593180678,0.7087135331249735,0,4
0.0882947885593313,0.11534359952145308,0.018867045677632865,0.00825219472857859,0.7692423715130042,4,4
0.09010014143299021,0.12820897367490805,0.0045208716952919266,0.004636094185149297,0.7725339190116604,1,4
0.28063332073699004,0.05602072740703873,0.01644936469559958,0.008054752772748785,0.6388418343876225,4,4
0.03207198223639344,0.11064410665547543,0.008101939742264886,0.004826945181496148,0.8443550261843702,4,4
0.02926456735271472,0.19002798433130821,0.01636745098694036,0.005507087228491861,0.7588329101005449,1,4
0.06570886820182191,0.09688920599398715,0.012495191656655778,0.005908866293538452,0.8189978678539966,4,4
0.5530602704606796,0.1490174442213727,0.009369850690526208,0.02929889644426473,0.25925353818315705,1,4
0.09657026746823096,0.08248286398161517,0.0074269638507938425,0.009726700063654841,0.8037932046357051,4,4
0.08744234460620849,0.09081873947000986,0.008147875164604008,0.012746480239686993,0.8008445605194908,4,4
0.01653951996151377,0.04397098304827767,0.008891410231494055,0.005064196224466141,0.9255338905342481,4,4
0.02164432010465288,0.10437409339145892,0.006881368764828735,0.005930804273313869,0.8611694134657456,4,4
0.04639511290388511,0.1917231932361663,0.012318008891057332,0.007476196414391512,0.7420874885544998,4,4
0.04522460832912485,0.15632498014875212,0.012413209237687177,0.006709941626828838,0.7793272606576068,4,4
0.10653202116660763,0.13338219058283068,0.017774167898914863,0.014615819047550122,0.7276958013040965,4,4
0.10448419550333636,0.09033218947579978,0.007478970278078989,0.004965076949574133,0.7927395677932108,4,4
0.07934558153631098,0.10767197582051138,0.007636089584387296,0.007705986512069183,0.797640366546721,4,4
0.057423884395774075,0.14806176162730098,0.011732839151238256,0.008271188782449647,0.7745103260432368,4,4
0.061358647467984924,0.3010775442315441,0.016618070365111873,0.011784717147586289,0.6091610207877732,1,4
0.03377338303921155,0.1174158450888043,0.009837409823856443,0.006839168862114286,0.8321341931860137,4,4
0.09835623851177551,0.09402331176150835,0.008330953080431653,0.006310856327395447,0.7929786403188891,4,4
0.47975977218088367,0.3273670972428019,0.015216653623804728,0.03084397245831647,0.146812504494193,1,4
0.05877308202350761,0.10396523023165452,0.006672295217578511,0.00900546033191161,0.8215839321953481,4,4
0.13271421216787888,0.03424542042545923,0.007765196147545049,0.007243956983535086,0.818031214275582,4,4
0.0448322457575383,0.13284506930130302,0.0045912428944489625,0.006067940325835576,0.8116635017208744,4,4
0.05899727258945811,0.03334275573020804,0.0046681142125206574,0.004726779757303518,0.8982650777105099,4,4
0.04010063326588776,0.04055059056785063,0.0067327942478168515,0.005787432299061174,0.9068285496193835,4,4
0.05090123272373808,0.04207442862553555,0.008110539078070928,0.0070328025005702705,0.8918809970720849,4,4
0.21242459793116686,0.1317922100538959,0.006215284000107749,0.012007397074980263,0.6375605109398492,4,4
0.11813515588358835,0.09279149771421237,0.004572520631139576,0.005902349719687081,0.7785984760513729,4,4
0.23770108642415577,0.12972914390896248,0.006251965263117359,0.009039918289177596,0.617277886114587,4,4
0.05715737942706789,0.07085194739376298,0.007502249589440292,0.004642108749352148,0.8598463148403762,4,4
0.018745546003588145,0.040144690809212256,0.005965007433299087,0.003404841163209105,0.9317399145906919,4,4
0.011736281551186592,0.03169679384877828,0.005409604322225465,0.0029200450598062914,0.9482372752180033,4,4
0.09433367445056276,0.093707723823783,0.011524027584755967,0.009008563102770076,0.7914260110381277,4,4
0.022045757829013246,0.11240108630697619,0.008138640102907524,0.004848791239990393,0.8525657245211127,4,4
0.011895438983244315,0.11361921460310401,0.0033760800873392383,0.0041644525894835365,0.8669448137368289,4,4
0.11610093706468087,0.3093350629282448,0.007324612089155497,0.014708292961676448,0.5525310949562424,1,4
0.027305624606628207,0.13570857834685726,0.003397714786611095,0.004715175509691466,0.8288729067502117,4,4
0.04644690609591003,0.1344289559639678,0.007463297260270987,0.0047654693014183205,0.8068953713784327,4,4
0.056998809601952936,0.17024148627773458,0.007848875927807766,0.006859895790366785,0.7580509324021375,4,4
0.04184619607763779,0.015257309644432119,0.002868843672191836,0.009249368931746563,0.9307782816739916,4,4
0.32111586815243826,0.18289976503912908,0.01032849694194443,0.02402242871582682,0.4616334411506609,1,4
0.03593075876352644,0.17107938611629808,0.004638735676920667,0.006189456699684688,0.7821616627435702,4,4
0.1185488331410594,0.03545011533777349,0.004500878211455146,0.009028750421337705,0.8324714228883745,4,4
0.02225196021078468,0.03764103067467935,0.00518876707398777,0.017625309180409405,0.9172929328601389,4,4
0.07649098545859793,0.1481671873713555,0.006741280750849532,0.010540054928285365,0.7580604914909119,4,4
0.12196038242624276,0.24459755203742514,0.013062222555697747,0.01943541203730804,0.6009444309433262,0,4
0.0965982154761445,0.09285528369565565,0.009434363777714783,0.011750021088884677,0.7893621159616008,4,4
0.13699940641814232,0.2723262705106603,0.007678398542709976,0.009609033455727525,0.5733868910727598,1,4
0.2331361258588546,0.14384648838305703,0.02580990365369272,0.15042278731580702,0.44678469478858845,3,4
0.030399601904085354,0.03570108828860492,0.00499411669056854,0.04571237815283597,0.883192814963905,4,4
0.17433217475330076,0.42907031169561155,0.013962201626342253,0.032223731313802524,0.350411580610943,4,4
0.033108208468383936,0.03982267990991599,0.004565640078398857,0.004421762946849776,0.9180817085964517,4,4
0.15615526653792972,0.03413970450269769,0.004173910509917575,0.008559428064275142,0.7969716903851798,4,4
0.03559186391638868,0.01591115198961198,0.0027923991416398215,0.003782819077854288,0.9419217658745055,4,4
0.040725061593703385,0.10116390918076448,0.008131856397789836,0.0040487255875839845,0.8459304472401583,4,4
0.04402524872500394,0.13075444042088635,0.009198612230812786,0.015038607967822077,0.8009830906554745,4,4
0.07097313383886313,0.11203337741410901,0.009291784122867955,0.00901374724819046,0.7986879573759698,4,4
0.07496828149370317,0.05448621027790392,0.005290806227067829,0.0067791748247795,0.8584755271765453,4,4
0.13334473091138602,0.2628267453085022,0.0181850769710554,0.011877678583898559,0.5737657682251582,1,4
0.02246920006682452,0.16698215879177783,0.008240351584197414,0.005299116800648999,0.7970091727565516,4,4
