Feature,Importance
Child_Household_I prefer not to answer,0.0015357837843973066
Physical_Disabilities_Yes,0.0015004648798804243
Current_Travel_Very dissatisfied,0.001493125830498075
Physical_Disabilities_No,0.0014859782843634115
HowOften_airport_Once per week or more often,0.0014613353667929907
Safety_AutonomousCar_Strongly agree,0.0014196188797175001
Car_vs_Plane_Agree,0.0014084009383829997
Flight_Safety_Disagree,0.0013357953350167959
Car_vs_Plane_Strongly agree,0.0012837631419759803
Share_UAMRide_Disagree,0.0012512319580475684
CompanyCar_No,0.0012378293187269255
"PT_Subscription_Airport_No, but my employer covers the extra cost",0.00118619907994167
Child_Household_3,0.0011338083555179868
Current_Travel_Very satisfied,0.0011184728551911604
Elect_vs_convo_Strongly disagree,0.001065048027145299
Driving_License_No,0.0009980296698687402
Safety_Plane_Disagree,0.0009387910241159732
HowOften_airport_2 times per month,0.000937720021540535
Access_PrivateCar_0,0.0009042314399895226
Mode_withLicense_0,0.0009036399894612431
Car_Sharing_Provider_0,0.0008860957083981392
Driving_License_Yes,0.0008821939311162647
Mode_with_NoLicense_0,0.0008737689967354325
"Employment_Pupil, student or apprentice/intern",0.0008497174413882111
ConnectedVeh_Strongly disagree,0.0008496450088323462
Adult_household_I prefer not to answer,0.0006858850728157945
"Mode_withLicense_Ride-hailing (e.g. Taxi, Uber, FreeNow)",0.0005940543879419711
Education_Other,0.000557275277311721
Safety_Plane_Strongly disagree,0.0005134940030769957
"Mode_with_NoLicense_Public Transport (e.g. S-Bahn, Bus, Regional train)",0.0004891172116227225
"Mode_with_NoLicense_Public transport (e.g. S-Bahn, Bus, Regional train)",0.0004778186553660008
Reason_Other,0.0004530553200108294
Physical_Disabilities_I prefer not to answer,0.0004290783830641927
Employment_Housewife or househusband,0.00034817549297642194
Employment_Other,0.00033259019975685495
Flight_Safety_Strongly disagree,0.0002841048863762562
Live_I prefer not to answer,0.000213169185402136
"CompanyCar_Yes, I have a company car, but I can't use it privately",0.00013753833006895395
Mode_withLicense_Other,0.00012437959796320958
Employment_I prefer not to answer,0.00011584729410302507
Education_I prefer not to answer,8.998449843746812e-05
Mode_with_NoLicense_Car as passenger,8.196559626071267e-05
Education_Not finished school,5.244221184528952e-05
Employment_Unemployed,5.1296908409671986e-05
"Mode_with_NoLicense_Ride-hailing (e.g. Taxi, Uber, FreeNow)",4.4260354873471666e-05
Reason_Medical travel,1.6502412758741264e-05
WaitingTime_Car,0.0
Availability_Car,0.0
Availability_PublicTransport,0.0
