Meta-learner,Accuracy,Training Time
logistic_regression,0.7890173410404624,0.23135876655578613
gradient_boosting,0.791907514450867,34.149369955062866
svm,0.8005780346820809,1.2636375427246094
neural_network,0.7745664739884393,0.9692468643188477
