Meta-learner,Accuracy,Training Time
logistic_regression,0.7890173410404624,0.22704505920410156
gradient_boosting,0.791907514450867,33.92733454704285
svm,0.8005780346820809,1.4268524646759033
neural_network,0.7745664739884393,0.9479923248291016
